,Обводненность_для_расчета_PVT_параметров,Глубина_по_стволу_cs,Внутренний_диаметр_эксплуатационной_колонны_cs,Внутренняя_шероховатость_эксплуатационной_колонны_cs,Глубина_по_стволу,Внутренний_диаметр_НКТ,Внутренняя_шероховатость_НКТ,Внешний_диаметр_НКТ,Внутренний_диаметр_эксплуатационной_колонны,FILTERED_MD_LAST_VALUE,FILTERED_TVD_LAST_VALUE,Газовый_фактор,Коэффициент_продуктиности,Глубина_спуска_ЭЦН_по_стволу_MD,Частота_ЭЦН,Количество_ступеней,Коэффициент_износа,Содержание_растворенного_газа,Плотность_нефти,Удельный_вес_газа,Корреляция_вязкости_нефти,Пластовое_давление
47,63.799999237,3651.81,0.1596,1.524e-05,3166.83,0.062,1.524e-05,0.073,0.1596,3652.0,3127.89,3281.909778906,0.715293232,3166.830030469,55.0,396,0.150000006,269.734999414,852.727991563,0.961179972,1,102.999999096
48,96.800003052,3507.1,0.1596,1.524e-05,3222.65,0.062,1.524e-05,0.073,0.1596,3507.1,3113.35,5632.089152344,0.838420785,3222.650102344,55.0,365,0.119999997,269.734999414,852.727991563,0.961179972,1,175.000005613
49,81.0,3500.11,0.1596,0.0001524,3134.77,0.063,0.0001524,0.074,0.1596,3541.34,3078.66,613.073021191,5.555609538,3134.770071094,53.0,401,0.180000007,255.13200625,858.935000863,0.661599994,2,116.726709535
50,96.800003052,3724.0,0.1596,0.0001524,3153.05,0.062,0.0001524,0.073,0.1596,3890.0,3117.07,728.639218555,1.568091343,3153.050034375,54.0,400,0.119999997,185.24799917,859.030003704,0.667810023,1,132.416675098
51,97.75,3577.22,0.1596,0.0001524,3169.28,0.062,0.0001524,0.073,0.1596,3577.22,3094.61,6457.777817187,0.933992262,3171.480016406,57.0,400,0.209999993,255.13200625,858.935000863,0.661599994,2,124.571692316
52,89.099998474,3342.33,0.1596,0.0001524,3061.63,0.062,0.0001524,0.073,0.1596,4254.0,3076.93,1273.280809766,1.978847667,3061.629977344,50.5,383,0.01,185.24799917,859.030003704,0.667810023,1,116.726709535
53,65.400001526,3600.0,0.1596,1.524e-05,3179.64,0.062,1.524e-05,0.073,0.1596,3600.0,3122.38,905.795956836,1.253946392,3179.639964844,55.0,401,0.0,285.943002344,833.945999661,0.993130028,0,124.999997112
54,95.050003052,3511.0,0.1596,0.0001524,3210.51,0.063,0.0001524,0.074,0.1596,3511.0,3065.59,777.983881055,0.735880659,3210.509894531,52.0,389,0.079999998,255.13200625,858.935000863,0.661599994,2,133.397292685
55,90.900001526,3498.79,0.1596,0.0001524,3171.81,0.062,0.0001524,0.073,0.1596,4116.0,3062.42,2574.609922266,0.877589997,3171.810117188,55.866664886,401,0.189999998,255.13200625,858.935000863,0.661599994,2,158.883679454
56,83.300003052,3320.0,0.1596,0.0001524,2911.82,0.062,0.0001524,0.073,0.1596,3320.0,3062.83,708.565088867,1.387582791,2911.819884375,51.5,296,0.01,255.13200625,858.935000863,0.661599994,2,130.45542309
57,76.599998474,3448.94,0.1596,1.524e-05,3174.92,0.062,1.524e-05,0.073,0.1596,3448.94,3039.08,1131.911290039,3.906476262,3174.920029688,47.200000763,420,0.090000004,285.943002344,833.945999661,0.993130028,0,107.704980599
58,88.199996948,3544.75,0.1596,0.0001524,3031.77,0.062,0.0001524,0.073,0.1596,3619.08,3069.94,490.423712402,2.846114641,3031.769995313,54.0,344,0.029999999,255.13200625,858.935000863,0.661599994,2,145.164762649
59,91.699996948,3597.26,0.1596,1.524e-05,3210.25,0.062,1.524e-05,0.073,0.1596,3597.26,3065.65,1042.921675,6.367471191,3211.249867969,55.0,408,0.0,269.734999414,852.727991563,0.961179972,1,109.000003145
60,76.400001526,3362.24,0.1596,1.524e-05,2958.12,0.062,1.524e-05,0.073,0.1596,3641.0,3068.66,1076.048211328,1.920452405,2958.120016406,50.599998474,401,0.050000001,185.248431787,859.029864446,0.667810023,1,106.626302936
61,86.949996948,3598.0,0.1596,0.0001524,3197.51,0.062,0.0001524,0.073,0.1596,3600.0,3070.98,457.516339941,0.904325125,3197.510055469,55.700000763,400,0.165000007,255.13200625,858.935000863,0.661599994,2,136.33916228
62,52.0,3517.71,0.1596,0.0001524,3144.43,0.062,0.0001524,0.073,0.1596,3780.0,3073.22,337.520553564,1.887998743,3144.429909375,50.5,401,0.01,255.13200625,858.935000863,0.661599994,2,128.494179499
63,89.400001526,3525.21,0.1596,0.0001524,3121.53,0.062,0.0001524,0.073,0.1596,3525.21,3062.02,657.645440234,4.336205397,3121.530023437,57.0,418,0.0,255.13200625,858.935000863,0.661599994,2,121.629822721
64,93.300003052,3390.73,0.1596,0.0001524,2977.46,0.062,0.0001524,0.073,0.1596,3750.0,3080.22,256.000009375,1.576746698,2977.459933594,52.0,364,-0.300000012,255.13200625,858.935000863,0.661599994,2,125.55231832
65,78.300003052,3379.29,0.1596,0.0001524,2930.64,0.062,0.0001524,0.073,0.1596,3462.59,3085.46,1487.711152734,0.546140658,2930.64009375,55.0,418,0.239999995,255.13200625,858.935000863,0.661599994,2,119.66857913
66,52.799999237,3438.0,0.1596,0.0001524,2990.14,0.062,0.0001524,0.073,0.1596,3511.6,3080.07,1595.661773437,0.785924934,2990.140089844,50.0,401,0.0,255.13200625,858.935000863,0.661599994,2,131.043800376
67,92.150001526,3435.2,0.156,1.524e-05,3093.1,0.062,1.524e-05,0.073,0.156,3435.2,3045.3,2541.891257422,1.585410986,3093.099982031,52.0,324,0.01,285.943002344,833.945999661,0.993130028,0,119.099997338
68,49.200000763,2637.0,0.122,1.524e-05,2458.16,0.062,1.524e-05,0.073,0.122,3008.0,3007.8,380.887419922,12.549398321,2458.160058984,37.599998474,322,0.219999999,78.79999856,839.999999094,0.803229272,1,102.99799598
69,0.0,2659.0,0.127,1.524e-05,2624.0,0.062,1.524e-05,0.073,0.1596,3200.0,3199.0,78.79999856,9.216998375051428,0.0,0.0,0,0.0,78.79999856,839.999999094,0.803229988,1,197.137764107
70,97.0,3550.0,0.1596,0.0001524,3411.42,0.062,0.0001524,0.073,0.1596,3584.0,3079.01,2067.759605469,3.502851459,3411.420124219,57.0,428,0.079999998,195.277990723,1035.999999665,0.811839998,0,120.649205134
71,27.0,3344.863028571429,0.1557371428571428,0.0001022386285714,3196.79,0.076,1.524e-05,0.073,0.1596,3230.0,2745.76,4582.620075781,3.029202316,0.0,0.0,0,0.0,285.942007324,833.945999661,0.993130028,0,277.548810262
72,72.800003052,3520.07,0.159,0.0001524,3313.0,0.062,0.0025,0.073,0.159,4000.0,3074.17,352.473642187,2.71391205,3313.9999125,60.0,318,0.129999995,255.13200625,858.935000863,0.661599994,2,86.32741283
73,52.200000763,3354.5,0.1596,0.0001524,3024.61,0.062,0.0001524,0.073,0.1596,4117.47,3065.67,815.658175781,1.481549755,3024.609874219,58.0,401,0.219999999,255.13200625,858.935000863,0.661599994,2,120.649205134
74,81.449996948,3328.0,0.159,0.0001524,2887.43,0.062,0.0001524,0.073,0.159,3328.0,3041.25,904.088070703,1.310075763,2887.42993125,60.0,396,0.400000006,255.13200625,858.935000863,0.661599994,2,130.45542309
75,89.25,3401.29,0.1596,1.524e-05,2881.23,0.062,1.524e-05,0.073,0.1596,3401.29,3057.36,4912.325594531,1.05116742,2881.230049219,58.0,401,0.219999999,255.13200625,858.935000863,0.661599994,2,109.829722175
76,77.800003052,3432.12,0.1596,0.0001524,3216.54,0.062,0.0001524,0.073,0.1596,4215.0,3071.24,756.233013672,1.468756119,3216.5401125,53.599998474,401,0.0,255.13200625,858.935000863,0.661599994,2,118.491832975
77,61.099998474,3393.0,0.1596,1.524e-05,3066.9,0.062,1.524e-05,0.073,0.1596,4170.0,3078.87,310.706594189,1.318853992,3066.89998125,56.400001526,401,0.0,255.132568652,858.934961084,0.661599994,2,110.842978761
78,93.349998474,3386.0,0.1596,0.0001524,3063.31,0.062,0.0001524,0.073,0.1596,3386.0,3057.03,3420.266985156,2.971138293,3063.309949219,54.0,389,0.0,255.13200625,858.935000863,0.661599994,2,120.649205134
79,73.5,3440.62,0.1596,0.0001524,3147.02,0.062,0.0001524,0.073,0.1596,3440.62,3060.71,274.213841895,2.801351281,3147.020114062,53.599998474,418,0.140000001,255.13200625,858.935000863,0.661599994,2,77.011503668
80,59.700000763,3699.0,0.1596,0.0001524,3341.16,0.062,0.0001524,0.073,0.1596,4150.0,3076.14,279.531420947,2.847232605,3342.159979688,57.200000763,400,0.029999999,255.13200625,858.935000863,0.661599994,2,94.172395611
81,80.0,3442.0,0.1596,0.0001524,3070.0,0.062,0.0001524,0.073,0.1596,3601.0,3096.92,1126.229988086,1.549302981,3070.000071094,53.0,418,0.0,255.13200625,858.935000863,0.661599994,2,280.490679857
82,69.400001526,3443.28,0.1596,0.0001524,3094.0,0.062,0.0001524,0.073,0.1596,3926.13,3069.95,322.875812842,0.618740479,3094.000094531,51.700000763,406,0.079999998,255.13200625,858.935000863,0.661599994,2,110.842978761
83,96.349998474,3465.11,0.1596,1.524e-05,2976.0,0.062,1.524e-05,0.073,0.1596,3641.0,3068.66,3232.441907031,0.913238735,2976.290144531,51.299999237,389,0.01,185.248431787,859.029864446,0.667810023,1,126.238747265
84,70.150001526,3590.0,0.16,1.524e-05,3257.22,0.062,1.524e-05,0.073,0.16,4066.0,3065.38,836.869569531,1.184749461,3257.219899219,54.5,389,0.029999999,255.13200625,858.935000863,0.661599994,2,113.784848356
85,46.799999237,3542.44,0.1596,1.524e-05,3169.4,0.062,0.0001524,0.073,0.1596,4104.0,3101.62,256.000009375,2.404504632,3169.399994531,40.0,318,0.150000006,255.13200625,858.935000863,0.661599994,2,180.467180957
86,25.399999619,3661.61,0.1596,0.0001524,3229.0,0.062,0.0001524,0.073,0.1596,4210.0,3101.73,736.37925918,4.257895975,3229.000003125,41.0,351,0.079999998,255.13200625,858.935000863,0.661599994,2,165.855901473
87,67.5,3551.33,0.1596,0.0001524,3269.0,0.062,0.0001524,0.073,0.1596,4030.3,3101.99,2018.481219922,4.233421171,3054.999982031,47.0,420,0.0,255.13200625,858.935000863,0.661599994,2,262.545273644
88,55.299999237,3396.84,0.159,0.0001524,3029.63,0.062,0.0001524,0.073,0.159,4170.0,3101.63,1539.021281641,5.497130161,3029.630144531,53.0,418,0.0,255.13200625,858.935000863,0.661599994,2,241.265774367
89,59.700000763,3396.84,0.159,0.0001524,3029.63,0.062,0.0001524,0.073,0.159,4170.0,3101.63,771.170419922,3.91750059,0.0,0.0,0,0.0,255.13200625,858.935000863,0.661599994,2,201.060251289
90,91.599998474,3469.31,0.1596,0.0001524,3058.32,0.062,0.0001524,0.073,0.1596,4107.0,3087.14,256.000009375,5.53613877,3058.320039844,42.0,418,0.0,255.13200625,858.935000863,0.661599994,2,173.602824179
91,94.699996948,3091.0,0.1596,0.0001524,2895.61,0.062,0.0001524,0.073,0.1596,3091.0,3086.54,256.000009375,3.312364661,2895.610120312,51.0,342,0.280000001,255.13200625,858.935000863,0.661599994,2,209.395534448
92,84.050003052,3721.0,0.159,1.524e-05,2939.0,0.062,1.524e-05,0.073,0.159,3870.0,3072.02,774.867393359,2.705646759,2939.000067188,55.0,401,0.349999994,255.13200625,858.935000863,0.661599994,2,193.901705869
93,97.199996948,2752.0,0.147,1.524e-05,2598.79,0.062,1.524e-05,0.073,0.147,2752.0,2752.0,647.699744141,1.302255652,2598.789986719,58.0,452,0.200000003,41.600000983,879.600003149,0.612023115,1,99.075508798
94,94.25,3541.97,0.122,1.524e-05,1206.14,0.062,1.524e-05,0.073,0.122,4012.0,3076.0,113.284844702,2.519383594,1206.140034375,46.0,166,0.0,173.299999316,847.000064781,0.66267997,2,285.393801459
95,7.650000095,3550.0,0.1086,1.524e-05,3150.67,0.062,1.524e-05,0.073,0.159,3550.0,3036.53,2938.103016406,0.602800011,3150.669975,58.0,401,0.0,255.13200625,858.935000863,0.661599994,2,121.825951289
96,5.099999905,3514.0,0.1596,0.0001524,3099.57,0.062,0.0001524,0.073,0.1596,3710.0,3037.91,5039.408796875,0.747339925,0.0,0.0,0,0.0,255.13200625,858.935000863,0.661599994,2,238.323904771
97,88.800003052,3676.57,0.1596,0.0001524,3092.2,0.062,0.0001524,0.073,0.1596,3676.57,3066.19,8769.364276562,2.854931904,3092.190046875,51.0,406,0.75,255.13200625,858.935000863,0.661599994,2,211.847095249
98,49.799999237,3720.0,0.1086,1.524e-05,3226.65,0.062,1.524e-05,0.073,0.1596,3720.0,2949.25,5182.649385937,2.348428313,0.0,0.0,0,0.0,210.999991504,868.000002995,0.898000002,1,143.399647625
99,5.599999905,3328.0,0.16,1.524e-05,3030.2,0.062,1.524e-05,0.073,0.1596,4131.0,3070.68,5538.046135937,4.735918014,0.0,0.0,0,0.0,255.13200625,858.935000863,0.661599994,2,179.192374726
100,51.099998474,3620.0,0.1086,1.524e-05,3198.4,0.062,1.524e-05,0.073,0.1596,3620.0,3074.36,2337.934576562,0.561255367,0.0,0.0,0,0.0,210.999991504,868.000002995,0.898000002,1,192.823019789
101,70.61693192439203,3320.0,0.1086,1.524e-05,2936.0,0.062,1.524e-05,0.073,0.1596,3320.0,2981.86,2128.045113809023,9.216998375051428,0.0,0.0,0,0.0,210.999991504,868.000002995,0.898000002,1,174.88089287166852
102,11.050000191,3520.66,0.1086,1.524e-05,3133.46,0.063,1.524e-05,0.073,0.1596,3520.66,3060.64,7335.458415625,0.885820377,0.0,0.0,0,0.0,185.24799917,859.030003704,0.667810023,1,198.118381694
103,40.150001526,3605.48,0.1596,0.0001524,3309.15,0.062,0.0001524,0.073,0.1596,3819.0,3075.01,8232.571485938,1.661040264,3309.149901562,55.0,401,0.75,603.366,823.460992358,0.640160024,0,187.331537734
104,11.0,3605.48,0.1596,0.0001524,3320.96,0.062,0.0001524,0.073,0.1596,3819.0,3075.01,2658.0,0.972338531,0.0,0.0,0,0.0,603.366,823.460992358,0.640160024,0,252.052618326
105,2.299999952,3344.863028571429,0.1557371428571428,0.0001022386285714,3114.0,0.063,1.524e-05,0.073,0.1596,3150.0,3089.0,5511.214179688,0.763482779,0.0,0.0,0,0.0,255.13200625,858.935000863,0.661599994,2,187.331537734
106,98.400001526,3580.0,0.1596,0.0001524,3165.82,0.0662,0.0001524,0.0772,0.1596,3600.0,3070.67,1531.470035156,0.430545548,3165.820082813,46.0,418,0.059999999,285.943002344,833.945999661,0.993130028,0,278.529427849
107,0.100000001,2851.0,0.156,1.524e-05,2520.16,0.062,1.524e-05,0.073,0.156,2851.0,2757.06,766.594800977,0.321716428,2520.159921094,54.0,418,0.25999999,173.300010132,847.000064781,0.66267997,2,202.040868876
108,6.800000191,3727.5,0.159,1.524e-05,2925.32,0.062,1.524e-05,0.073,0.159,3727.5,3060.86,256.000009375,4.197428893,2925.320083594,41.0,343,0.050000001,255.13200625,858.935000863,0.661599994,2,195.176512099
109,96.699996948,3674.16,0.159,1.524e-05,3243.11,0.062,1.524e-05,0.073,0.159,3674.16,3076.72,2026.336682812,1.746513781,3243.1101,55.0,401,0.189999998,255.13200625,858.935000863,0.661599994,2,186.350903314
110,0.899999976,3526.3,0.1596,1.524e-05,3105.64,0.062,1.524e-05,0.073,0.1596,3526.3,2951.77,614.276994824,0.590039981,3106.00010625,52.0,401,0.0,255.13300127,858.935000863,0.661599994,1,246.168879136
111,96.150001526,3867.0,0.1596,0.0001524,2962.82,0.062,0.0001524,0.073,0.1596,3867.0,3030.88,3009.578989844,10.643148757,2962.820008594,50.0,327,-0.349999994,285.943002344,833.945999661,0.993130028,1,150.067884252
112,67.849998474,3319.0,0.1596,1.524e-05,3045.51,0.063,1.524e-05,0.073,0.1596,3319.0,3003.49,452.566117773,0.40033929,3045.510105469,54.0,406,0.100000001,129.999939868,869.000218507,0.798330009,1,284.413150206
113,80.0,3364.0,0.1596,0.0001524,3069.97,0.062,0.0001524,0.073,0.1596,3710.0,3070.17,1323.333320508,0.256082595,3069.970007813,50.0,364,0.0,285.943002344,833.945999661,0.993130028,0,213.808347257
114,91.599998474,3283.96,0.1596,1.524e-05,3114.0,0.062,1.524e-05,0.073,0.1596,3284.0,2988.16,1378.448317578,1.04664423,3113.999915625,55.299999237,400,0.150000006,130.000004761,869.000004744,0.798330009,1,114.765465944
115,0.100000001,2916.0,0.1596,0.0001524,2718.85,0.062,0.0001524,0.073,0.1596,3880.0,3107.45,265.327819971,0.718425428,2718.849932813,52.0,389,0.0,41.600000983,871.000003323,0.612020016,1,229.498295986
116,98.300003052,3391.32,0.1596,0.0001524,2883.57,0.062,0.0001524,0.073,0.1596,3470.0,3025.75,256.000009375,1.780951712,2883.569925,53.0,318,0.0,130.000004761,869.000004744,0.798330009,1,146.733757522
117,0.100000001,2856.3,0.156,1.524e-05,2611.33,0.062,1.524e-05,0.073,0.156,3270.0,2936.68,2197.228432031,0.731414988,2611.329946875,57.0,401,0.379999995,78.79999856,839.999999094,0.803229988,1,99.999997071
