"","INDEX","WELLNAME","MD","TVD","ZENITH"
"COLUMN_LABELS","Индекс","Имя_скважины","Глубина_по_стволу","Глубина_по_вертикали","Зенитный_угол"
"8_2027_AR","8","2027_AR","2830","2536.11","28.27308038351"
"9_2027_AR","9","2027_AR","2910","2601.63","35.015185156249"
"10_2027_AR","10","2027_AR","3000","2670.54","40.033661853974"
"11_2027_AR","11","2027_AR","3080","2727.81","44.285045449869"
"12_2027_AR","12","2027_AR","3180","2793.07","49.262081221695"
"13_2027_AR","13","2027_AR","3270","2844.54","55.117950970138"
"14_2027_AR","14","2027_AR","3390","2904.18","60.198280715096"
"15_2027_AR","15","2027_AR","3450","2927.52","67.107709216913"
"16_2027_AR","16","2027_AR","3520","2950.02","71.250659152981"
"17_2027_AR","17","2027_AR","3526.3","2951.77","73.87237978684"
"0_202_URM","0","202_URM","0","0","0.64241729349451"
"1_202_URM","1","202_URM","350","349.978","0.64241729349451"
"2_202_URM","2","202_URM","360","359.951","4.2113106342412"
"3_202_URM","3","202_URM","420","419.545","6.6691459233263"
"4_202_URM","4","202_URM","480","478.249","11.930244660582"
"5_202_URM","5","202_URM","530","526.204","16.443366268199"
"6_202_URM","6","202_URM","580","572.984","20.674703718427"
"7_202_URM","7","202_URM","610","599.992","25.806858452626"
"8_202_URM","8","202_URM","650","634.556","30.219904630585"
"9_202_URM","9","202_URM","700","675.725","34.575409786896"
"10_202_URM","10","202_URM","760","722.065","39.436114977785"
"11_202_URM","11","202_URM","800","750.929","43.813262120341"
"12_202_URM","12","202_URM","3210","2446.09","45.300676757121"
"13_202_URM","13","202_URM","3330","2538.48","39.653593817344"
"14_202_URM","14","202_URM","3390","2587.73","34.831699177333"
"15_202_URM","15","202_URM","3420","2613.7","30.041082738171"
"16_202_URM","16","202_URM","3520","2703.02","26.721846632809"
"17_202_URM","17","202_URM","3560","2740.41","20.812206808134"
"18_202_URM","18","202_URM","3860","3024.15","18.950410619711"
"19_202_URM","19","202_URM","3867","3030.88","15.965275473075"
"0_202_UTBG","0","202_UTBG","0","0","0.64058962550912"
"1_202_UTBG","1","202_UTBG","160","159.99","0.64058962550912"
"2_202_UTBG","2","202_UTBG","170","169.99","0"
"3_202_UTBG","3","202_UTBG","360","359.94","1.3144841579497"
"4_202_UTBG","4","202_UTBG","430","429.61","5.5656557872576"
"5_202_UTBG","5","202_UTBG","490","488.82","9.307932447034"
"6_202_UTBG","6","202_UTBG","620","615.48","13.015876948728"
"7_202_UTBG","7","202_UTBG","2470","2411.15","13.920032058127"
"8_202_UTBG","8","202_UTBG","2500","2439.06","21.513164710989"
"9_202_UTBG","9","202_UTBG","2590","2520.16","25.695495630901"
"10_202_UTBG","10","202_UTBG","2660","2581.02","29.607696428538"
"11_202_UTBG","11","202_UTBG","2710","2623.03","32.838754844496"
"12_202_UTBG","12","202_UTBG","2740","2646.64","38.093965962809"
"13_202_UTBG","13","202_UTBG","2770","2668.75","42.523515248185"
"14_202_UTBG","14","202_UTBG","2820","2703.46","46.036498215665"
"15_202_UTBG","15","202_UTBG","2880","2743.03","48.738248908149"
"16_202_UTBG","16","202_UTBG","3210","2946.83","51.860681236683"
"17_202_UTBG","17","202_UTBG","3240","2963","57.384409570547"
"18_202_UTBG","18","202_UTBG","3310","2998.73","59.307619113748"
"19_202_UTBG","19","202_UTBG","3319","3003.49","58.069587774293"
"0_203_URM","0","203_URM","0","0","0.73969046967378"
"1_203_URM","1","203_URM","120","119.99","0.73969046967378"
"2_203_URM","2","203_URM","130","129.99",""
"3_203_URM","3","203_URM","170","169.92","3.3901585490898"
"4_203_URM","4","203_URM","210","209.58","7.4757573907692"
"5_203_URM","5","203_URM","250","248.71","11.971748298358"
"6_203_URM","6","203_URM","280","277.39","17.059621256852"
"7_203_URM","7","203_URM","360","352.3","20.548566684716"
"8_203_URM","8","203_URM","410","397.78","24.549867106781"
"9_203_URM","9","203_URM","460","441.56","28.883934852017"
"10_203_URM","10","203_URM","510","483.65","32.669313860801"
"11_203_URM","11","203_URM","2600","2171.72","36.129249366211"
"12_203_URM","12","203_URM","3330","2730.16","40.094226660405"
"13_203_URM","13","203_URM","3410","2796.91","33.449185095743"
"14_203_URM","14","203_URM","3480","2857.95","29.308109235526"
"15_203_URM","15","203_URM","3570","2939.07","25.666114796969"
"16_203_URM","16","203_URM","3670","3032.09","21.533987195574"
"17_203_URM","17","203_URM","3700","3060.53","18.558353699443"
"18_203_URM","18","203_URM","3710","3070.17","15.420570792993"
"0_203_UTBG","0","203_UTBG","0","0","0.82061421247884"
"1_203_UTBG","1","203_UTBG","390","389.96","0.82061421247884"
"2_203_UTBG","2","203_UTBG","415","414.9","3.9703623896662"
"3_203_UTBG","3","203_UTBG","488","487.45","6.365108427404"
"4_203_UTBG","4","203_UTBG","2478","2462.49","7.0299030413437"
"5_203_UTBG","5","203_UTBG","2503","2486.76","13.880066360611"
"6_203_UTBG","6","203_UTBG","2552","2533.54","17.312889324383"
"7_203_UTBG","7","203_UTBG","2650","2625.15","20.804800867361"
"8_203_UTBG","8","203_UTBG","2675","2647.62","25.999221831359"
"9_203_UTBG","9","203_UTBG","2700","2669.24","30.140124289778"
"10_203_UTBG","10","203_UTBG","2724","2689.01","34.538035628836"
"11_203_UTBG","11","203_UTBG","2749","2708.56","38.555939977706"
"12_203_UTBG","12","203_UTBG","2798","2744.83","42.251196904579"
"13_203_UTBG","13","203_UTBG","2847","2778.25","46.996673797391"
"14_203_UTBG","14","203_UTBG","2872","2794.03","50.861288047006"
"15_203_UTBG","15","203_UTBG","2921","2822.07","55.093081859779"
"16_203_UTBG","16","203_UTBG","2946","2834.4","60.448873813729"
"17_203_UTBG","17","203_UTBG","3191","2947.47","62.515398778067"
"18_203_UTBG","18","203_UTBG","3264","2979","64.410669228658"
"19_203_UTBG","19","203_UTBG","3284","2988.16","62.741873727505"
"0_204-Kulg","0","204-Kulg","0","0","0.4931250772483"
"1_204-Kulg","1","204-Kulg","270","269.99","0.4931250772483"
"2_204-Kulg","2","204-Kulg","280","279.99","0"
"3_204-Kulg","3","204-Kulg","370","369.82","3.5221611389235"
"4_204-Kulg","4","204-Kulg","430","428.9","10.046445142314"
"5_204-Kulg","5","204-Kulg","490","486.44","16.46359520227"
"6_204-Kulg","6","204-Kulg","2760","2626.5","19.480042091516"
"7_204-Kulg","7","204-Kulg","2810","2670.98","27.176973969314"
"8_204-Kulg","8","204-Kulg","2860","2712.9","33.028452747601"
"9_204-Kulg","9","204-Kulg","2910","2752.23","38.131098198321"
"10_204-Kulg","10","204-Kulg","2970","2795.22","44.233735146397"
"11_204-Kulg","11","204-Kulg","3200","2944.34","49.582849443533"
"12_204-Kulg","12","204-Kulg","3270","2984.65","54.840319444582"
"13_204-Kulg","13","204-Kulg","3330","3014.24","60.451069242579"
"14_204-Kulg","14","204-Kulg","3390","3038.48","66.171522835639"
"15_204-Kulg","15","204-Kulg","3460","3059.77","72.293396420767"
"16_204-Kulg","16","204-Kulg","3610","3095.98","76.030815771986"
"17_204-Kulg","17","204-Kulg","3670","3103.49","82.809619330374"
"18_204-Kulg","18","204-Kulg","3870","3107.22","88.93137175715"
"19_204-Kulg","19","204-Kulg","3880","3107.45","88.682080857241"
"0_204_UTBG","0","204_UTBG","0","0","0.69238701402128"
"1_204_UTBG","1","204_UTBG","630","629.954","0.69238701402128"
"2_204_UTBG","2","204_UTBG","640","639.938","3.2415710456423"
"3_204_UTBG","3","204_UTBG","730","729.407","6.2269789200701"
"4_204_UTBG","4","204_UTBG","840","836.995","12.020615990627"
"5_204_UTBG","5","204_UTBG","940","931.888","18.390197655604"
"6_204_UTBG","6","204_UTBG","1970","1892.32","21.178687336442"
"7_204_UTBG","7","204_UTBG","2140","2058.54","12.105064065729"
"8_204_UTBG","8","204_UTBG","2430","2343.47","10.729447792352"
"9_204_UTBG","9","204_UTBG","2480","2390.73","19.055985750859"
"10_204_UTBG","10","204_UTBG","2530","2435.68","25.973068557925"
"11_204_UTBG","11","204_UTBG","2750","2621.56","32.337802970373"
"12_204_UTBG","12","204_UTBG","2840","2693.3","37.144887400024"
"13_204_UTBG","13","204_UTBG","2940","2765.75","43.572730391624"
"14_204_UTBG","14","204_UTBG","3000","2804.47","49.809327741216"
"15_204_UTBG","15","204_UTBG","3050","2832.13","56.413175465397"
"16_204_UTBG","16","204_UTBG","3390","3002.65","59.89876324221"
"17_204_UTBG","17","204_UTBG","3440","3020.75","68.776926224042"
"18_204_UTBG","18","204_UTBG","3460","3024.41","79.455449677139"
"19_204_UTBG","19","204_UTBG","3470","3025.75","82.299201280128"
"0_205-Kulg","0","205-Kulg","0","0","0.97298123745825"
"1_205-Kulg","1","205-Kulg","430","429.938","0.97298123745825"
"2_205-Kulg","2","205-Kulg","440","439.923","3.1386114987532"
"3_205-Kulg","3","205-Kulg","470","469.783","5.5374530586205"
"4_205-Kulg","4","205-Kulg","500","499.41","9.0444554799701"
"5_205-Kulg","5","205-Kulg","550","548.353","11.802070006995"
"6_205-Kulg","6","205-Kulg","580","577.374","14.67764970388"
"7_205-Kulg","7","205-Kulg","610","605.962","17.648696828492"
"8_205-Kulg","8","205-Kulg","640","633.933","21.193207361877"
"9_205-Kulg","9","205-Kulg","670","661.296","24.202811524987"
"10_205-Kulg","10","205-Kulg","1810","1684.45","26.168169460037"
"11_205-Kulg","11","205-Kulg","2930","2681.66","27.080716652674"
"12_205-Kulg","12","205-Kulg","2990","2732.54","32.005199861303"
"13_205-Kulg","13","205-Kulg","3080","2806.06","35.225438626979"
"14_205-Kulg","14","205-Kulg","3110","2829.44","38.800423504934"
"15_205-Kulg","15","205-Kulg","3140","2851.65","42.240181800429"
"16_205-Kulg","16","205-Kulg","3180","2879.87","45.130047542202"
"17_205-Kulg","17","205-Kulg","3200","2893.05","48.776348367929"
"18_205-Kulg","18","205-Kulg","3260","2930.46","51.427824063563"
"19_205-Kulg","19","205-Kulg","3270","2936.68","51.537667383647"
"0_205P_UTBG","0","205P_UTBG","0","0","0.55915177293532"
"1_205P_UTBG","1","205P_UTBG","210","209.99","0.55915177293532"
"2_205P_UTBG","2","205P_UTBG","220","219.974","3.2415710456481"
"3_205P_UTBG","3","205P_UTBG","260","259.825","4.9469289535423"
"4_205P_UTBG","4","205P_UTBG","290","289.545","7.8341950957865"
"5_205P_UTBG","5","205P_UTBG","490","486.136","10.593877553367"
"6_205P_UTBG","6","205P_UTBG","640","632.735","12.224168408189"
"7_205P_UTBG","7","205P_UTBG","690","681.111","14.642937001531"
"8_205P_UTBG","8","205P_UTBG","720","709.667","17.849176429324"
"9_205P_UTBG","9","205P_UTBG","760","747.106","20.613761855875"
"10_205P_UTBG","10","205P_UTBG","930","904.02","22.627817625796"
"11_205P_UTBG","11","205P_UTBG","1070","1030.62","25.27274804945"
"12_205P_UTBG","12","205P_UTBG","1240","1182.47","26.717349093708"
"13_205P_UTBG","13","205P_UTBG","2310","2167.97","22.923160283241"
"14_205P_UTBG","14","205P_UTBG","2680","2503.88","24.788060621214"
"15_205P_UTBG","15","205P_UTBG","2940","2744.81","22.080922947804"
"16_205P_UTBG","16","205P_UTBG","3040","2839.68","18.431922437689"
"17_205P_UTBG","17","205P_UTBG","3130","2926.24","15.892371258615"
"18_205P_UTBG","18","205P_UTBG","3260","3052.02","14.638752115443"
"19_205P_UTBG","19","205P_UTBG","3275","3066.54","14.533746901085"
"0_205_URM","0","205_URM","0","0","0.62146303045476"
"1_205_URM","1","205_URM","170","169.99","0.62146303045476"
"2_205_URM","2","205_URM","180","179.98","2.5625587331256"
"3_205_URM","3","205_URM","210","209.9","4.1852225195957"
"4_205_URM","4","205_URM","230","229.72","7.69281245156"
"5_205_URM","5","205_URM","250","249.42","9.9363670721409"
"6_205_URM","6","205_URM","280","278.73","12.312251505819"
"7_205_URM","7","205_URM","300","298.07","14.76033458147"
"8_205_URM","8","205_URM","400","394.16","16.075013250968"
"9_205_URM","9","205_URM","460","451.22","18.010475910494"
"10_205_URM","10","205_URM","490","479.38","20.171167321704"
"11_205_URM","11","205_URM","680","656.09","21.556979231764"
"12_205_URM","12","205_URM","2400","2246.4","22.392059388045"
"13_205_URM","13","205_URM","2550","2387.59","19.734623770111"
"14_205_URM","14","205_URM","2640","2473.41","17.530725734478"
"15_205_URM","15","205_URM","2850","2675.02","16.250457685549"
"16_205_URM","16","205_URM","2940","2762.63","13.233694879051"
"17_205_URM","17","205_URM","3060","2880.29","11.333477873516"
"18_205_URM","18","205_URM","3260","3077.64","9.337406628232"
"19_205_URM","19","205_URM","3270","3087.55","7.6928124515466"
"0_206_URM","0","206_URM","0","0","0.62608368285946"
"1_206_URM","1","206_URM","2010","2009.88","0.62608368285946"
"2_206_URM","2","206_URM","2020","2019.87","2.5625587331512"
"3_206_URM","3","206_URM","2060","2059.63","6.2795806410942"
"4_206_URM","4","206_URM","2110","2108.8","10.454283786718"
"5_206_URM","5","206_URM","2170","2166.91","14.419147071342"
"6_206_URM","6","206_URM","2210","2204.64","19.395283110536"
"7_206_URM","7","206_URM","2250","2241.34","23.436707199061"
"8_206_URM","8","206_URM","2290","2276.92","27.189515790046"
"9_206_URM","9","206_URM","2340","2319.76","31.040836413422"
"10_206_URM","10","206_URM","2390","2360.67","35.09498933518"
"11_206_URM","11","206_URM","2440","2399.36","39.303637240065"
"12_206_URM","12","206_URM","2480","2427.92","44.438694630804"
"13_206_URM","13","206_URM","2520","2454.45","48.451790177591"
"14_206_URM","14","206_URM","2560","2478.72","52.64512402606"
"15_206_URM","15","206_URM","3440","2990.92","54.405462011684"
"16_206_URM","16","206_URM","3480","3010.27","61.069391771423"
"17_206_URM","17","206_URM","3520","3027.09","65.133841399081"
"18_206_URM","18","206_URM","3577","3046.83","69.737862846153"
"19_206_URM","19","206_URM","3640","3067.9","70.461241552845"
"0_206_UTBG","0","206_UTBG","0","0","0.58784487274852"
"1_206_UTBG","1","206_UTBG","190","189.99","0.58784487274852"
"2_206_UTBG","2","206_UTBG","200","199.99","0"
"3_206_UTBG","3","206_UTBG","570","569.87","1.4592816776467"
"4_206_UTBG","4","206_UTBG","630","629.41","7.0993531072772"
"5_206_UTBG","5","206_UTBG","680","678.36","11.762787085494"
"6_206_UTBG","6","206_UTBG","730","726.2","16.902677136064"
"7_206_UTBG","7","206_UTBG","800","791.07","22.071709132554"
"8_206_UTBG","8","206_UTBG","2640","2490.75","22.521011850526"
"9_206_UTBG","9","206_UTBG","2830","2655.16","30.081216137963"
"10_206_UTBG","10","206_UTBG","2860","2679.17","36.838054857589"
"11_206_UTBG","11","206_UTBG","2960","2754.44","41.175195356154"
"12_206_UTBG","12","206_UTBG","3020","2796.43","45.586366160049"
"13_206_UTBG","13","206_UTBG","3110","2856.97","47.726785449635"
"14_206_UTBG","14","206_UTBG","3160","2885.68","54.956373061791"
"15_206_UTBG","15","206_UTBG","3190","2900.41","60.593670114921"
"16_206_UTBG","16","206_UTBG","3390","2983.72","65.383034645293"
"17_206_UTBG","17","206_UTBG","3440","3001.39","69.304584098799"
"18_206_UTBG","18","206_UTBG","3610","3052.52","72.496461088676"
"19_206_UTBG","19","206_UTBG","3619","3055.2","72.675819912651"
"0_207_UTBG","0","207_UTBG","0","0","3.9545693153553"
"1_207_UTBG","1","207_UTBG","420","419","3.9545693153553"
"2_207_UTBG","2","207_UTBG","430","429","0"
"3_207_UTBG","3","207_UTBG","610","598","20.134210745261"
"4_207_UTBG","4","207_UTBG","3280","2610","41.100465412153"
"5_207_UTBG","5","207_UTBG","3760","3070","16.597842135867"
"6_207_UTBG","6","207_UTBG","3770","3080","0"
"0_208_URM","0","208_URM","0","0","0.86162314310294"
"1_208_URM","1","208_URM","530.64","530.58","0.86162314310294"
"2_208_URM","2","208_URM","555.25","555.16","2.8293493735747"
"3_208_URM","3","208_URM","628.64","628.09","6.4183767445217"
"4_208_URM","4","208_URM","677.89","676.13","12.726834453889"
"5_208_URM","5","208_URM","727.08","722.81","18.382319827364"
"6_208_URM","6","208_URM","2769.37","2633.77","20.65932443606"
"7_208_URM","7","208_URM","2818.67","2675.38","32.433314537219"
"8_208_URM","8","208_URM","2966.62","2793.66","36.921501931112"
"9_208_URM","9","208_URM","3015.97","2827.33","46.978754378397"
"10_208_URM","10","208_URM","3262.69","2981.76","51.249356522724"
"11_208_URM","11","208_URM","3336.71","3020.16","58.749634723052"
"12_208_URM","12","208_URM","3398.42","3046.66","64.568736868277"
"13_208_URM","13","208_URM","3516.24","3085.85","70.571756859304"
"14_208_URM","14","208_URM","3540.94","3090.93","78.131393130744"
"15_208_URM","15","208_URM","3565.65","3093.9","83.096686380305"
"16_208_URM","16","208_URM","3602.11","3095.28","87.830853901553"
"17_208_URM","17","208_URM","3935.75","3096.25","89.833422298219"
"18_208_URM","18","208_URM","3974.87","3096.33","89.882830635075"
"0_211_UTBG","0","211_UTBG","0","0","0.34550707388921"
"1_211_UTBG","1","211_UTBG","550","549.99","0.34550707388921"
"2_211_UTBG","2","211_UTBG","560","559.99","0"
"3_211_UTBG","3","211_UTBG","610","609.89","3.6243074940084"
"4_211_UTBG","4","211_UTBG","920","918.64","5.1470433984129"
"5_211_UTBG","5","211_UTBG","1320","1318.29","2.3970292254371"
"6_211_UTBG","6","211_UTBG","1400","1398.2","2.718032309793"
"7_211_UTBG","7","211_UTBG","2240","2237.52","2.3055882254801"
"8_211_UTBG","8","211_UTBG","2390","2386.63","6.2445618645366"
"9_211_UTBG","9","211_UTBG","2440","2435.68","11.186763880962"
"10_211_UTBG","10","211_UTBG","2540","2532.48","14.533746901085"
"11_211_UTBG","11","211_UTBG","2570","2560.46","21.145609848764"
"12_211_UTBG","12","211_UTBG","2630","2614.43","25.907577898225"
"13_211_UTBG","13","211_UTBG","2690","2666.9","29.014144081983"
"14_211_UTBG","14","211_UTBG","2720","2691.35","35.41263811106"
"15_211_UTBG","15","211_UTBG","2750","2714.21","40.359167876409"
"16_211_UTBG","16","211_UTBG","3126.69","2998.02","41.111520048664"
"17_211_UTBG","17","211_UTBG","3170","3026.49","48.901618418844"
"18_211_UTBG","18","211_UTBG","3210","3050.24","53.576426357669"
"19_211_UTBG","19","211_UTBG","3211.5","3051.08","55.944202257425"
"0_212_URM","0","212_URM","0","0","77.169552671023"
"1_212_URM","1","212_URM","150","33.31","77.169552671023"
"2_212_URM","2","212_URM","160","43.31","0"
"3_212_URM","3","212_URM","390","273.18","1.9264859517101"
"4_212_URM","4","212_URM","440","322.49","9.5296704093298"
"5_212_URM","5","212_URM","500","380.48","14.872362242285"
"6_212_URM","6","212_URM","580","455.88","19.524271510285"
"7_212_URM","7","212_URM","640","510.32","24.860599434071"
"8_212_URM","8","212_URM","680","544.56","31.129613322777"
"9_212_URM","9","212_URM","730","585.31","35.41263811106"
"10_212_URM","10","212_URM","780","623.11","40.887175561708"
"11_212_URM","11","212_URM","3160","2370.19","42.771543344958"
"12_212_URM","12","212_URM","3210","2411.64","34.003849551034"
"13_212_URM","13","212_URM","3260","2455.75","28.091102394351"
"14_212_URM","14","212_URM","3350","2538.51","23.138806559793"
"15_212_URM","15","212_URM","3540","2718.55","18.634003858092"
"16_212_URM","16","212_URM","3740","2912.54","14.081647083534"
"17_212_URM","17","212_URM","3750","2922.35","11.186763880962"
"0_213_URM","0","213_URM","0","0","0.4931250772483"
"1_213_URM","1","213_URM","270","269.99","0.4931250772483"
"2_213_URM","2","213_URM","280","279.99","0"
"3_213_URM","3","213_URM","400","399.82","3.0501609178948"
"4_213_URM","4","213_URM","450","449.31","8.1904461385949"
"5_213_URM","5","213_URM","490","488.19","13.590493966806"
"6_213_URM","6","213_URM","530","526.02","18.959230172381"
"7_213_URM","7","213_URM","600","590.09","23.753665105073"
"8_213_URM","8","213_URM","650","633.7","29.284691070289"
"9_213_URM","9","213_URM","690","666.58","34.714494524349"
"10_213_URM","10","213_URM","730","697.18","40.09300798513"
"11_213_URM","11","213_URM","780","732.52","45.024852620439"
"12_213_URM","12","213_URM","2980","2207.96","47.882396947943"
"13_213_URM","13","213_URM","3200","2372.17","41.719727652821"
"14_213_URM","14","213_URM","3270","2430.1","34.149932737856"
"15_213_URM","15","213_URM","3320","2473.74","29.214333932178"
"16_213_URM","16","213_URM","3460","2601.42","24.216783413292"
"17_213_URM","17","213_URM","3910","3023.23","20.387904303541"
"18_213_URM","18","213_URM","3940","3052.05","16.123224651757"
"19_213_URM","19","213_URM","3946.5","3058.34","14.603832447748"
